RecordID,Tweet Date,Tweet Time,Daypart,Category,Topic,State,Region,Gender,Retweet Count
3585,2014-12-29,16:04:00,Early Evening,Recreation & Leisure,Other,Oregon,West,Female,0
3586,2014-12-29,17:56:00,Early Evening,Health & Fitness,Improve my body,Oregon,West,Male,0
3587,2014-12-29,18:18:00,Evening,Health & Fitness,Improve my body,Oregon,West,Male,0
3588,2014-12-29,18:19:00,Evening,Humor,Humor about Family/Friends/Relationships Resolutions,Oregon,West,Male,0
3589,2014-12-29,21:11:00,Night,Recreation & Leisure,Take a trip,Oregon,West,Female,0
3590,2014-12-30,08:32:00,Early Morning,Recreation & Leisure,Take a trip,Oregon,West,Female,0
3591,2014-12-30,21:20:00,Night,Humor,Humor about Family/Friends/Relationships Resolutions,Oregon,West,Male,0
3592,2014-12-30,22:39:00,Night,Health & Fitness,Drink more water,Oregon,West,Female,0
3593,2014-12-30,22:56:00,Night,Family/Friends/Relationships,Spend more time with significant other,Oregon,West,Female,0
3594,2014-12-30,23:17:00,Night,Humor,Humor about Education/Training Resolutions,Oregon,West,Male,0
3595,2014-12-31,00:15:00,Late Night,Humor,Humor about Health and Fitness Resolutions,Oregon,West,Male,0
3596,2014-12-31,01:34:00,Late Night,Health & Fitness,Excersize More,Oregon,West,Female,0
3597,2014-12-31,07:26:00,Early Morning,Personal Growth,Appreciate what I have,Oregon,West,Male,0
3598,2014-12-31,07:49:00,Early Morning,Personal Growth,Focus on My Future,Oregon,West,Male,0
3599,2014-12-31,09:11:00,Morning,Personal Growth,Improve my attitude,Oregon,West,Male,0
3600,2014-12-31,10:34:00,Morning,Personal Growth,Focus on my self,Oregon,West,Male,0
3601,2014-12-31,10:40:00,Morning,Humor,Humor about Career Resolutions,Oregon,West,Male,3
3602,2014-12-31,11:46:00,Morning,Personal Growth,Learn to let things go,Oregon,West,Male,0
3603,2014-12-31,13:25:00,Afternoon,Personal Growth,Improve my appearance,Oregon,West,Female,1
3604,2014-12-31,13:27:00,Afternoon,Humor,Humor about Career Resolutions,Oregon,West,Female,0
3605,2014-12-31,13:38:00,Afternoon,Personal Growth,Try new things,Oregon,West,Male,0
3606,2014-12-31,13:52:00,Afternoon,Finance,Save money,Oregon,West,Male,0
3607,2014-12-31,14:07:00,Afternoon,Personal Growth,Try new things,Oregon,West,Female,0
3608,2014-12-31,14:35:00,Afternoon,Humor,Humor about Recreation and Leisure Resolutions,Oregon,West,Male,6
3609,2014-12-31,14:35:00,Afternoon,Recreation & Leisure,Take a trip,Oregon,West,Male,0
3610,2014-12-31,16:32:00,Early Evening,Health & Fitness,Drink more water,Oregon,West,Female,0
3611,2014-12-31,17:14:00,Early Evening,Personal Growth,Use more social media,Oregon,West,Male,1
3612,2015-01-01,00:00:00,Late Night,Recreation & Leisure,Spend more time outside,Oregon,West,Male,0
3613,2015-01-01,00:33:00,Late Night,Finance,Pay off bill(s),Oregon,West,Female,0
3614,2015-01-01,01:27:00,Late Night,Recreation & Leisure,Cook more,Oregon,West,Male,0
3615,2015-01-01,01:35:00,Late Night,Personal Growth,Watch less TV,Oregon,West,Female,0
3616,2015-01-01,05:51:00,Early Morning,Humor,Humor about Personal Growth and Interests Resolutions,Oregon,West,Male,0
3617,2015-01-01,08:33:00,Early Morning,Family/Friends/Relationships,Find a Girlfriend,Oregon,West,Male,0
3618,2015-01-01,09:25:00,Morning,Health & Fitness,Improve my body,Oregon,West,Female,0
3619,2015-01-01,09:35:00,Morning,Finance,Save money,Oregon,West,Female,0
3620,2015-01-01,09:47:00,Morning,Health & Fitness,Eat healthier,Oregon,West,Male,0
3621,2015-01-01,11:39:00,Morning,Health & Fitness,Eat Less Sugar,Oregon,West,Female,1
3622,2015-01-01,11:49:00,Morning,Personal Growth,Be More Fun,Oregon,West,Male,0
3623,2015-01-01,11:56:00,Morning,Family/Friends/Relationships,Propose to my girlfriend / boyfriend,Oregon,West,Male,3
3624,2015-01-01,12:12:00,Afternoon,Personal Growth,Focus on my self,Oregon,West,Female,2
3625,2015-01-01,12:29:00,Afternoon,Humor,Humor about Family/Friends/Relationships Resolutions,Oregon,West,Male,0
3626,2015-01-02,08:03:00,Early Morning,Recreation & Leisure,Other,Oregon,West,Male,6
3627,2015-01-02,08:48:00,Early Morning,Recreation & Leisure,Spend more time on my hobby,Oregon,West,Male,5
3628,2015-01-02,09:12:00,Morning,Recreation & Leisure,Other,Oregon,West,Female,0
3629,2015-01-02,09:17:00,Morning,Health & Fitness,Excersize More,Oregon,West,Female,0
3630,2015-01-02,09:31:00,Morning,Personal Growth,Focus on my self,Oregon,West,Male,0
3631,2015-01-02,09:40:00,Morning,Philanthropic,Spread Peace,Oregon,West,Male,0
3632,2014-12-22,13:52:00,Afternoon,Health & Fitness,Eat fewer carbs,Pennsylvania,Northeast,Male,0
3633,2014-12-22,16:37:00,Early Evening,Finance,Save money,Pennsylvania,Northeast,Male,0
3634,2014-12-23,07:52:00,Early Morning,Family/Friends/Relationships,Make new friends,Pennsylvania,Northeast,Female,0
3635,2014-12-23,12:12:00,Afternoon,Humor,Humor about Health and Fitness Resolutions,Pennsylvania,Northeast,Female,0
3636,2014-12-24,08:11:00,Early Morning,Personal Growth,Acheive My Goals,Pennsylvania,Northeast,Male,0
3637,2014-12-24,17:02:00,Early Evening,Time Management/Organization,Re-organize,Pennsylvania,Northeast,Male,0
3638,2014-12-24,22:15:00,Night,Health & Fitness,Improve my body,Pennsylvania,Northeast,Female,0
3639,2014-12-25,19:39:00,Evening,Personal Growth,Be more positive,Pennsylvania,Northeast,Female,0
3640,2014-12-25,19:47:00,Evening,Humor,Humor about Personal Growth and Interests Resolutions,Pennsylvania,Northeast,Female,0
3641,2014-12-26,20:39:00,Evening,Personal Growth,Be more positive,Pennsylvania,Northeast,Male,0
3642,2014-12-27,04:10:00,Late Night,Recreation & Leisure,Take a trip,Pennsylvania,Northeast,Male,0
3643,2014-12-27,08:40:00,Early Morning,Health & Fitness,Eat healthier,Pennsylvania,Northeast,Male,0
3644,2014-12-27,17:47:00,Early Evening,Finance,Other,Pennsylvania,Northeast,Male,0
3645,2014-12-28,00:27:00,Late Night,Health & Fitness,Stop/Quit Drinking,Pennsylvania,Northeast,Female,0
3646,2014-12-28,11:41:00,Morning,Recreation & Leisure,Spend more time on my hobby,Pennsylvania,Northeast,Male,0
3647,2014-12-28,14:05:00,Afternoon,Personal Growth,Be More Fun,Pennsylvania,Northeast,Male,0
3648,2014-12-28,16:00:00,Early Evening,Finance,Save money,Pennsylvania,Northeast,Male,0
3649,2014-12-28,16:09:00,Early Evening,Humor,Humor about Family/Friends/Relationships Resolutions,Pennsylvania,Northeast,Male,0
3650,2014-12-28,17:38:00,Early Evening,Health & Fitness,Excersize More,Pennsylvania,Northeast,Male,0
3651,2014-12-28,19:55:00,Evening,Personal Growth,Be more positive,Pennsylvania,Northeast,Male,0
3652,2014-12-28,22:03:00,Night,Finance,Save money,Pennsylvania,Northeast,Female,0
3653,2014-12-28,22:05:00,Night,Family/Friends/Relationships,Find a Girlfriend,Pennsylvania,Northeast,Female,0
3654,2014-12-28,23:13:00,Night,Health & Fitness,Drink more water,Pennsylvania,Northeast,Female,0
3655,2014-12-28,23:48:00,Night,Recreation & Leisure,Hike more,Pennsylvania,Northeast,Male,0
3656,2014-12-28,23:51:00,Night,Humor,Humor about Finance Resolutions,Pennsylvania,Northeast,Male,0
3657,2014-12-29,05:24:00,Early Morning,Education/Training,Learn a new skill,Pennsylvania,Northeast,Male,0
3658,2014-12-29,07:55:00,Early Morning,Personal Growth,Other,Pennsylvania,Northeast,Male,0
3659,2014-12-29,11:26:00,Morning,Humor,Humor about Health and Fitness Resolutions,Pennsylvania,Northeast,Female,0
3660,2014-12-29,13:06:00,Afternoon,Humor,Humor about New Years,Pennsylvania,Northeast,Male,0
3661,2014-12-29,14:24:00,Afternoon,Humor,Humor about not Keeping Resolutions,Pennsylvania,Northeast,Male,0
3662,2014-12-29,14:36:00,Afternoon,Personal Growth,Improve my attitude,Pennsylvania,Northeast,Male,0
3663,2014-12-29,14:45:00,Afternoon,Personal Growth,Be more positive,Pennsylvania,Northeast,Male,0
3664,2014-12-29,14:45:00,Afternoon,Personal Growth,Respect Others,Pennsylvania,Northeast,Female,0
3665,2014-12-29,15:27:00,Early Evening,Health & Fitness,Other,Pennsylvania,Northeast,Male,0
3666,2014-12-29,18:01:00,Evening,Personal Growth,Acheive My Goals,Pennsylvania,Northeast,Female,0
3667,2014-12-29,18:15:00,Evening,Family/Friends/Relationships,Make new friends,Pennsylvania,Northeast,Female,0
3668,2014-12-29,21:07:00,Night,Family/Friends/Relationships,Spend more time with family,Pennsylvania,Northeast,Female,0
3669,2014-12-30,02:33:00,Late Night,Career,Get a new job,Pennsylvania,Northeast,Male,0
3670,2014-12-30,02:43:00,Late Night,Personal Growth,Appreciate what I have,Pennsylvania,Northeast,Female,0
3671,2014-12-30,18:52:00,Evening,Personal Growth,Try new things,Pennsylvania,Northeast,Female,0
3672,2014-12-30,18:57:00,Evening,Family/Friends/Relationships,Other,Pennsylvania,Northeast,Male,0
3673,2014-12-30,20:07:00,Evening,Health & Fitness,Other,Pennsylvania,Northeast,Male,0
3674,2014-12-30,20:29:00,Evening,Personal Growth,Focus on my self,Pennsylvania,Northeast,Female,0
3675,2014-12-30,20:32:00,Evening,Personal Growth,Be more positive,Pennsylvania,Northeast,Female,0
3676,2014-12-30,20:45:00,Evening,Personal Growth,Be more positive,Pennsylvania,Northeast,Female,0
3677,2014-12-30,21:09:00,Night,Health & Fitness,Eat healthier,Pennsylvania,Northeast,Male,0
3678,2014-12-30,21:36:00,Night,Humor,Humor about not Resolutions in general,Pennsylvania,Northeast,Male,0
3679,2014-12-31,00:23:00,Late Night,Career,Get a new job,Pennsylvania,Northeast,Male,0
3680,2014-12-31,04:27:00,Late Night,Personal Growth,Appreciate what I have,Pennsylvania,Northeast,Male,1
3681,2014-12-31,04:59:00,Late Night,Personal Growth,Be more positive,Pennsylvania,Northeast,Male,1
3682,2014-12-31,05:25:00,Early Morning,Humor,Humor about New Years,Pennsylvania,Northeast,Male,0
3683,2014-12-31,05:31:00,Early Morning,Personal Growth,Be more positive,Pennsylvania,Northeast,Female,0
3684,2014-12-31,05:36:00,Early Morning,Personal Growth,Respect Others,Pennsylvania,Northeast,Female,0
3685,2014-12-31,05:49:00,Early Morning,Personal Growth,Be more positive,Pennsylvania,Northeast,Male,0
3686,2014-12-31,06:11:00,Early Morning,Humor,Humor about Family/Friends/Relationships Resolutions,Pennsylvania,Northeast,Male,0
3687,2014-12-31,06:14:00,Early Morning,Recreation & Leisure,Take a cross country trip,Pennsylvania,Northeast,Male,0
3688,2014-12-31,06:17:00,Early Morning,Personal Growth,Respect Others,Pennsylvania,Northeast,Male,1
3689,2014-12-31,06:39:00,Early Morning,Family/Friends/Relationships,Spend more time with family,Pennsylvania,Northeast,Male,0
3690,2014-12-31,06:54:00,Early Morning,Personal Growth,Respect Others,Pennsylvania,Northeast,Male,0
3691,2014-12-31,07:10:00,Early Morning,Health & Fitness,Run a half / full marathon,Pennsylvania,Northeast,Female,0
3692,2014-12-31,07:23:00,Early Morning,Humor,Humor about not Keeping Resolutions,Pennsylvania,Northeast,Male,0
3693,2014-12-31,07:34:00,Early Morning,Personal Growth,Be more positive,Pennsylvania,Northeast,Male,0
3694,2014-12-31,07:47:00,Early Morning,Family/Friends/Relationships,Spend more time with significant other,Pennsylvania,Northeast,Female,0
3695,2014-12-31,08:05:00,Early Morning,Personal Growth,Use less social media,Pennsylvania,Northeast,Male,0
3696,2014-12-31,08:13:00,Early Morning,Philanthropic,Other,Pennsylvania,Northeast,Male,1
3697,2014-12-31,08:29:00,Early Morning,Finance,Save money,Pennsylvania,Northeast,Male,1
3698,2014-12-31,08:48:00,Early Morning,Family/Friends/Relationships,Spend more time with family,Pennsylvania,Northeast,Female,0
3699,2014-12-31,08:49:00,Early Morning,Personal Growth,Improve my attitude,Pennsylvania,Northeast,Female,0
3700,2014-12-31,08:57:00,Early Morning,Humor,Humor about Health and Fitness Resolutions,Pennsylvania,Northeast,Male,0
3701,2014-12-31,09:06:00,Morning,Personal Growth,Focus on my self,Pennsylvania,Northeast,Male,1
3702,2014-12-31,09:20:00,Morning,Humor,Humor about not Resolutions in general,Pennsylvania,Northeast,Male,0
3703,2014-12-31,09:32:00,Morning,Humor,Other,Pennsylvania,Northeast,Male,0
3704,2014-12-31,09:36:00,Morning,Personal Growth,Improve my appearance,Pennsylvania,Northeast,Female,0
3705,2014-12-31,09:54:00,Morning,Time Management/Organization,Learn better time management practices,Pennsylvania,Northeast,Male,0
3706,2014-12-31,10:13:00,Morning,Recreation & Leisure,Take a trip,Pennsylvania,Northeast,Female,0
3707,2014-12-31,10:14:00,Morning,Recreation & Leisure,Spend more time on my hobby,Pennsylvania,Northeast,Male,0
3708,2014-12-31,10:27:00,Morning,Recreation & Leisure,Spend more time on my hobby,Pennsylvania,Northeast,Male,0
3709,2014-12-31,10:28:00,Morning,Family/Friends/Relationships,Find a Girlfriend,Pennsylvania,Northeast,Male,0
3710,2014-12-31,10:44:00,Morning,Personal Growth,Be more positive,Pennsylvania,Northeast,Female,0
3711,2014-12-31,11:46:00,Morning,Philanthropic,Donate more to charity,Pennsylvania,Northeast,Female,0
3712,2014-12-31,11:54:00,Morning,Humor,Humor about New Years,Pennsylvania,Northeast,Female,0
3713,2014-12-31,12:13:00,Afternoon,Personal Growth,Improve my attitude,Pennsylvania,Northeast,Female,0
3714,2014-12-31,12:45:00,Afternoon,Career,Get dream job,Pennsylvania,Northeast,Female,0
3715,2014-12-31,13:07:00,Afternoon,Personal Growth,Other,Pennsylvania,Northeast,Female,0
3716,2014-12-31,13:07:00,Afternoon,Humor,Humor about Family/Friends/Relationships Resolutions,Pennsylvania,Northeast,Female,0
3717,2014-12-31,13:14:00,Afternoon,Personal Growth,Get a tattoo,Pennsylvania,Northeast,Male,0
3718,2014-12-31,13:22:00,Afternoon,Health & Fitness,Meditate,Pennsylvania,Northeast,Male,0
3719,2014-12-31,13:25:00,Afternoon,Time Management/Organization,Re-organize,Pennsylvania,Northeast,Male,0
3720,2014-12-31,13:25:00,Afternoon,Personal Growth,Acheive My Goals,Pennsylvania,Northeast,Female,0
3721,2014-12-31,13:26:00,Afternoon,Humor,Humor about Personal Growth and Interests Resolutions,Pennsylvania,Northeast,Female,0
3722,2014-12-31,13:30:00,Afternoon,Personal Growth,Be more positive,Pennsylvania,Northeast,Female,1
3723,2014-12-31,13:31:00,Afternoon,Time Management/Organization,Learn better time management practices,Pennsylvania,Northeast,Female,2
3724,2014-12-31,13:35:00,Afternoon,Humor,Humor about New Years,Pennsylvania,Northeast,Male,0
3725,2014-12-31,13:37:00,Afternoon,Health & Fitness,Eat healthier,Pennsylvania,Northeast,Female,0
3726,2014-12-31,14:15:00,Afternoon,Personal Growth,Face Fears,Pennsylvania,Northeast,Female,0
3727,2014-12-31,14:19:00,Afternoon,Humor,Humor about New Years,Pennsylvania,Northeast,Male,0
3728,2014-12-31,14:25:00,Afternoon,Family/Friends/Relationships,Other,Pennsylvania,Northeast,Female,0
3729,2014-12-31,14:39:00,Afternoon,Health & Fitness,Other,Pennsylvania,Northeast,Male,0
3730,2014-12-31,15:04:00,Early Evening,Recreation & Leisure,Take a cross country trip,Pennsylvania,Northeast,Male,0
3731,2014-12-31,15:13:00,Early Evening,Health & Fitness,Eat healthier,Pennsylvania,Northeast,Male,0
3732,2014-12-31,15:34:00,Early Evening,Recreation & Leisure,Buy a motorcycle,Pennsylvania,Northeast,Male,0
3733,2014-12-31,15:46:00,Early Evening,Personal Growth,Improve my attitude,Pennsylvania,Northeast,Female,0
3734,2014-12-31,16:17:00,Early Evening,Personal Growth,Focus on My Future,Pennsylvania,Northeast,Male,0
3735,2014-12-31,17:02:00,Early Evening,Recreation & Leisure,Spend more time on my hobby,Pennsylvania,Northeast,Male,0
3736,2014-12-31,17:04:00,Early Evening,Humor,Humor about Recreation and Leisure Resolutions,Pennsylvania,Northeast,Male,0
3737,2014-12-31,17:07:00,Early Evening,Personal Growth,Acheive My Goals,Pennsylvania,Northeast,Male,0
3738,2014-12-31,17:14:00,Early Evening,Personal Growth,Try new things,Pennsylvania,Northeast,Male,0
3739,2014-12-31,17:40:00,Early Evening,Humor,Humor about Family/Friends/Relationships Resolutions,Pennsylvania,Northeast,Male,0
3740,2014-12-31,22:47:00,Night,Recreation & Leisure,Spend more time on my hobby,Pennsylvania,Northeast,Female,2
3741,2014-12-31,23:26:00,Night,Health & Fitness,Quit smoking,Pennsylvania,Northeast,Female,0
3742,2014-12-31,23:33:00,Night,Recreation & Leisure,Other,Pennsylvania,Northeast,Female,0
3743,2015-01-01,00:49:00,Late Night,Personal Growth,Focus on my self,Pennsylvania,Northeast,Female,0
3744,2015-01-01,02:31:00,Late Night,Humor,Humor about Health and Fitness Resolutions,Pennsylvania,Northeast,Female,0
3745,2015-01-01,03:45:00,Late Night,Recreation & Leisure,Take a trip,Pennsylvania,Northeast,Male,0
3746,2015-01-01,04:53:00,Late Night,Health & Fitness,Excersize More,Pennsylvania,Northeast,Male,0
3747,2015-01-01,05:08:00,Early Morning,Personal Growth,Have more patience,Pennsylvania,Northeast,Male,0
3748,2015-01-01,05:47:00,Early Morning,Personal Growth,Improve my appearance,Pennsylvania,Northeast,Female,0
3749,2015-01-01,06:31:00,Early Morning,Personal Growth,Be more positive,Pennsylvania,Northeast,Male,2
3750,2015-01-01,06:32:00,Early Morning,Health & Fitness,Quit smoking,Pennsylvania,Northeast,Male,0
3751,2015-01-01,06:41:00,Early Morning,Personal Growth,Use more social media,Pennsylvania,Northeast,Female,0
3752,2015-01-01,07:31:00,Early Morning,Health & Fitness,Go to the gym more,Pennsylvania,Northeast,Female,0
3753,2015-01-01,07:45:00,Early Morning,Personal Growth,Have more patience,Pennsylvania,Northeast,Female,0
3754,2015-01-01,08:12:00,Early Morning,Humor,Humor about not Resolutions in general,Pennsylvania,Northeast,Male,0
3755,2015-01-01,08:12:00,Early Morning,Personal Growth,Focus on my self,Pennsylvania,Northeast,Female,0
3756,2015-01-01,08:13:00,Early Morning,Personal Growth,Watch less TV,Pennsylvania,Northeast,Female,1
3757,2015-01-01,08:40:00,Early Morning,Personal Growth,Be more positive,Pennsylvania,Northeast,Female,0
3758,2015-01-01,09:08:00,Morning,Health & Fitness,Go to the gym more,Pennsylvania,Northeast,Female,1
3759,2015-01-01,09:24:00,Morning,Recreation & Leisure,Other,Pennsylvania,Northeast,Female,0
3760,2015-01-01,09:26:00,Morning,Humor,Humor about Recreation and Leisure Resolutions,Pennsylvania,Northeast,Female,0
3761,2015-01-01,11:27:00,Morning,Family/Friends/Relationships,Find a Girlfriend,Pennsylvania,Northeast,Male,0
3762,2015-01-01,11:30:00,Morning,Family/Friends/Relationships,Other,Pennsylvania,Northeast,Female,1
3763,2015-01-01,11:38:00,Morning,Humor,Humor about New Years,Pennsylvania,Northeast,Male,0
3764,2015-01-01,11:42:00,Morning,Personal Growth,Improve my appearance,Pennsylvania,Northeast,Female,0
3765,2015-01-01,11:46:00,Morning,Recreation & Leisure,Other,Pennsylvania,Northeast,Female,0
3766,2015-01-01,11:46:00,Morning,Health & Fitness,Lose weight,Pennsylvania,Northeast,Female,1
3767,2015-01-01,11:52:00,Morning,Humor,Humor about New Years,Pennsylvania,Northeast,Female,0
3768,2015-01-01,12:04:00,Afternoon,Recreation & Leisure,See a Concert/Show,Pennsylvania,Northeast,Male,6
3769,2015-01-01,12:06:00,Afternoon,Humor,Humor about New Years,Pennsylvania,Northeast,Male,1
3770,2015-01-01,12:08:00,Afternoon,Humor,Humor about Helping Others Resolutions,Pennsylvania,Northeast,Male,0
3771,2015-01-01,12:11:00,Afternoon,Family/Friends/Relationships,Find a Girlfriend,Pennsylvania,Northeast,Female,1
3772,2015-01-01,12:15:00,Afternoon,Personal Growth,Improve my attitude,Pennsylvania,Northeast,Male,0
3773,2015-01-01,12:16:00,Afternoon,Philanthropic,Spread Peace,Pennsylvania,Northeast,Male,0
3774,2015-01-01,12:21:00,Afternoon,Health & Fitness,Drink more water,Pennsylvania,Northeast,Male,0
3775,2015-01-01,12:22:00,Afternoon,Finance,Save money,Pennsylvania,Northeast,Female,0
3776,2015-01-01,12:23:00,Afternoon,Philanthropic,Volunteer more,Pennsylvania,Northeast,Male,4
3777,2015-01-01,12:28:00,Afternoon,Recreation & Leisure,Take a trip,Pennsylvania,Northeast,Female,0
3778,2015-01-01,12:35:00,Afternoon,Personal Growth,Be more positive,Pennsylvania,Northeast,Male,0
3779,2015-01-01,12:35:00,Afternoon,Personal Growth,Be more positive,Pennsylvania,Northeast,Male,0
3780,2015-01-02,07:07:00,Early Morning,Personal Growth,Be more positive,Pennsylvania,Northeast,Female,0
3781,2015-01-02,07:14:00,Early Morning,Finance,Pay off bill(s),Pennsylvania,Northeast,Female,59
3782,2015-01-02,07:39:00,Early Morning,Time Management/Organization,Clean something,Pennsylvania,Northeast,Female,0
3783,2015-01-02,07:45:00,Early Morning,Recreation & Leisure,Spend more time outside,Pennsylvania,Northeast,Male,0
3784,2015-01-02,08:07:00,Early Morning,Recreation & Leisure,Other,Pennsylvania,Northeast,Female,1
3785,2015-01-02,09:21:00,Morning,Personal Growth,Focus on Religion and Faith,Pennsylvania,Northeast,Female,0
3786,2015-01-02,09:25:00,Morning,Health & Fitness,Eat healthier,Pennsylvania,Northeast,Male,2
3787,2015-01-02,09:28:00,Morning,Family/Friends/Relationships,Spend more time with family,Pennsylvania,Northeast,Female,0
3788,2015-01-02,09:36:00,Morning,Health & Fitness,Eat healthier,Pennsylvania,Northeast,Female,1
3789,2014-12-23,19:38:00,Evening,Humor,Humor about Health and Fitness Resolutions,Rhode Island,Northeast,Male,0
3790,2014-12-30,08:23:00,Early Morning,Personal Growth,Other,Rhode Island,Northeast,Female,0
3791,2014-12-31,00:27:00,Late Night,Personal Growth,Improve my attitude,Rhode Island,Northeast,Female,0
3792,2014-12-31,05:20:00,Early Morning,Health & Fitness,Go to the gym more,Rhode Island,Northeast,Male,1
3793,2014-12-31,07:49:00,Early Morning,Health & Fitness,Lose weight,Rhode Island,Northeast,Female,0
3794,2014-12-31,09:27:00,Morning,Humor,Other,Rhode Island,Northeast,Male,0
3795,2014-12-31,09:51:00,Morning,Humor,Other,Rhode Island,Northeast,Male,0
3796,2014-12-31,13:29:00,Afternoon,Time Management/Organization,Clean something,Rhode Island,Northeast,Male,0
3797,2014-12-31,15:39:00,Early Evening,Personal Growth,Be more positive,Rhode Island,Northeast,Female,1
3798,2014-12-31,17:27:00,Early Evening,Career,Get dream job,Rhode Island,Northeast,Female,0
3799,2015-01-01,07:02:00,Early Morning,Health & Fitness,Eat healthier,Rhode Island,Northeast,Female,0
3800,2015-01-01,08:13:00,Early Morning,Philanthropic,Spread Peace,Rhode Island,Northeast,Male,2
3801,2015-01-01,12:26:00,Afternoon,Family/Friends/Relationships,Spend more time with significant other,Rhode Island,Northeast,Female,1897
3802,2015-01-01,12:29:00,Afternoon,Personal Growth,Other,Rhode Island,Northeast,Male,0
3803,2014-12-21,18:09:00,Evening,Personal Growth,Other,South Carolina,South,Female,0
3804,2014-12-26,08:38:00,Early Morning,Time Management/Organization,Stop procrastinating,South Carolina,South,Female,0
3805,2014-12-26,13:24:00,Afternoon,Health & Fitness,Excersize More,South Carolina,South,Female,0
3806,2014-12-27,19:12:00,Evening,Personal Growth,Be more positive,South Carolina,South,Female,0
3807,2014-12-27,21:19:00,Night,Health & Fitness,Go to the gym more,South Carolina,South,Male,0
3808,2014-12-27,23:14:00,Night,Finance,Other,South Carolina,South,Male,0
3809,2014-12-29,08:37:00,Early Morning,Finance,Save money,South Carolina,South,Male,0
3810,2014-12-29,19:46:00,Evening,Personal Growth,Try new things,South Carolina,South,Female,0
3811,2014-12-30,06:47:00,Early Morning,Humor,Humor about New Years,South Carolina,South,Male,0
3812,2014-12-30,09:02:00,Morning,Health & Fitness,Eat healthier,South Carolina,South,Male,0
3813,2014-12-30,10:47:00,Morning,Humor,Humor about not Resolutions in general,South Carolina,South,Female,0
3814,2014-12-30,19:07:00,Evening,Health & Fitness,Other,South Carolina,South,Female,0
3815,2014-12-30,20:35:00,Evening,Humor,Humor about not Resolutions in general,South Carolina,South,Female,0
3816,2014-12-31,04:17:00,Late Night,Personal Growth,Have more patience,South Carolina,South,Female,0
3817,2014-12-31,04:30:00,Late Night,Humor,Humor about Personal Growth and Interests Resolutions,South Carolina,South,Male,0
3818,2014-12-31,06:48:00,Early Morning,Health & Fitness,Drink more water,South Carolina,South,Female,0
3819,2014-12-31,08:27:00,Early Morning,Health & Fitness,Lose weight,South Carolina,South,Male,0
3820,2014-12-31,08:43:00,Early Morning,Health & Fitness,Drink Less Caffine,South Carolina,South,Male,0
3821,2014-12-31,09:14:00,Morning,Career,Ask for a promotion,South Carolina,South,Female,0
3822,2014-12-31,09:57:00,Morning,Personal Growth,Be more positive,South Carolina,South,Female,0
3823,2014-12-31,12:17:00,Afternoon,Family/Friends/Relationships,Be better at keeping in touch with loved ones or friends,South Carolina,South,Female,1
3824,2014-12-31,13:20:00,Afternoon,Humor,Humor about Health and Fitness Resolutions,South Carolina,South,Female,0
3825,2014-12-31,13:37:00,Afternoon,Personal Growth,Be more positive,South Carolina,South,Female,0
3826,2014-12-31,13:38:00,Afternoon,Personal Growth,Respect Others,South Carolina,South,Female,0
3827,2014-12-31,13:55:00,Afternoon,Personal Growth,Appreciate what I have,South Carolina,South,Female,0
3828,2014-12-31,14:14:00,Afternoon,Health & Fitness,Improve my body,South Carolina,South,Male,0
3829,2014-12-31,14:56:00,Afternoon,Humor,Humor about New Years,South Carolina,South,Female,4
3830,2014-12-31,15:17:00,Early Evening,Personal Growth,Improve my attitude,South Carolina,South,Male,0
3831,2014-12-31,16:05:00,Early Evening,Personal Growth,Spend less time on Facebook,South Carolina,South,Male,0
3832,2014-12-31,17:03:00,Early Evening,Personal Growth,Learn to Say No,South Carolina,South,Male,0
3833,2014-12-31,17:07:00,Early Evening,Personal Growth,Acheive My Goals,South Carolina,South,Female,12
3834,2014-12-31,17:41:00,Early Evening,Personal Growth,Improve my attitude,South Carolina,South,Male,0
3835,2015-01-01,08:26:00,Early Morning,Personal Growth,Update my wardrobe,South Carolina,South,Male,0
3836,2015-01-01,08:51:00,Early Morning,Health & Fitness,Lose weight,South Carolina,South,Male,0
3837,2015-01-01,09:21:00,Morning,Education/Training,Learn a new language,South Carolina,South,Female,0
3838,2015-01-01,11:34:00,Morning,Humor,Humor about Health and Fitness Resolutions,South Carolina,South,Male,0
3839,2015-01-01,11:53:00,Morning,Humor,Humor about Health and Fitness Resolutions,South Carolina,South,Male,0
3840,2015-01-01,12:18:00,Afternoon,Health & Fitness,Quit smoking,South Carolina,South,Female,1
3841,2015-01-01,12:27:00,Afternoon,Health & Fitness,Eat more vegetables,South Carolina,South,Female,0
3842,2015-01-02,07:47:00,Early Morning,Finance,Save money,South Carolina,South,Male,0
3843,2015-01-02,07:51:00,Early Morning,Recreation & Leisure,Spend more time outside,South Carolina,South,Male,3
3844,2015-01-02,08:31:00,Early Morning,Personal Growth,Improve my attitude,South Carolina,South,Female,1
3845,2015-01-02,08:42:00,Early Morning,Family/Friends/Relationships,Be better at keeping in touch with loved ones or friends,South Carolina,South,Male,0
3846,2015-01-02,08:56:00,Early Morning,Health & Fitness,Improve my body,South Carolina,South,Male,0
3847,2015-01-02,09:27:00,Morning,Personal Growth,Be more positive,South Carolina,South,Female,0
3848,2015-01-02,09:35:00,Morning,Humor,Humor about Personal Growth and Interests Resolutions,South Carolina,South,Male,4
3849,2014-12-26,19:59:00,Evening,Recreation & Leisure,Spend more time on my hobby,South Dakota,Midwest,Male,0
